,Tipo de Documento,Documento,Nome,Fontes
6,CNPJ,80719693000106,AMARAL BOMBONATTI COMERCIO E REPRESENTACOES LTDA - ME,socios-brasil
7,CNPJ,07415053000112,AMARAL BOMFIM COMERCIAL LTDA - ME,socios-brasil
9,CNPJ,21518211000190,"AMARAL, BORGES & GOMES LTDA - ME",socios-brasil
10,CNPJ,29039075000168,AMARAL BORGES SOCIEDADE DE ADVOGADOS,socios-brasil
11,CNPJ,05898569000130,AMARAL & BORTOLANZA LTDA - ME,socios-brasil
12,CNPJ,15635484000112,AMARAL BORTONE CURSO DE IDIOMAS LTDA - ME,socios-brasil
13,CNPJ,97092951000170,AMARAL & BOSEMBECKER LTDA - ME,socios-brasil
14,CNPJ,07422055000139,AMARAL BOTELHO & CIA LTDA - ME,socios-brasil
15,CNPJ,00978963000164,AMARAL BOTUCATU LTDA,socios-brasil
16,CNPJ,03356027000100,AMARAL BRAGA & BRAGA LTDA - ME,socios-brasil
17,CNPJ,09472680000110,AMARAL & BRAGA LTDA - ME,socios-brasil
18,CNPJ,20352858000122,AMARAL & BRAGA REPRESENTACAO E COMERCIO LTDA - ME,socios-brasil
19,CNPJ,13927718000170,AMARAL & BRAMMER APOIO EMPRESARIAL LTDA - ME,socios-brasil
21,CNPJ,03923220000185,AMARAL & BRANDL LTDA - ME,socios-brasil
22,CNPJ,23829380000177,AMARAL BRASIL - ADMINISTRACAO E PARTICIPACOES EIRELI - ME,socios-brasil
23,CNPJ,12535075000156,AMARAL BRASIL CONFECCOES INFANTIS LTDA - ME,socios-brasil
25,CNPJ,29035660000190,AMARAL BRIGAGAO SERVICOS MEDICOS - ME,socios-brasil
26,CNPJ,04392562000189,AMARAL BRINGEL REPRESENTACOES LTDA - ME,socios-brasil
27,CNPJ,03448559000177,AMARAL & BRINKER LTDA - EPP,socios-brasil
28,CNPJ,10974580000171,AMARAL & BRITO ADVOGADOS ASSOCIADOS,socios-brasil
29,CNPJ,08416058000122,AMARAL BRITO COMERCIO DE ROUPAS LTDA - ME,socios-brasil
30,CNPJ,17089282000148,AMARAL & BRITO INDUSTRIA E COMERCIO LTDA - ME,socios-brasil
31,CNPJ,04751275000118,AMARAL & BRITZKE LTDA - ME,socios-brasil
32,CNPJ,73134405000196,AMARAL BROS RETIFICA DE MOTORES LTDA - ME,socios-brasil
33,CNPJ,11512730000198,AMARAL & BRUNETTO SERVICOS DE INFORMATICA LTDA - ME,socios-brasil
34,CNPJ,19421773000170,AMARAL BS PIZZARIA LTDA - ME,socios-brasil
35,CNPJ,11814074000188,AMARAL & BUENO COMERCIO DE SUPLEMENTO ALIMENTAR LTDA - ME,socios-brasil
36,CNPJ,02826065000116,"AMARAL,BUENO & LEME LTDA",socios-brasil
37,CNPJ,81689671000103,AMARAL & BUENO LTDA - ME,socios-brasil
38,CNPJ,11511372000107,AMARAL & BUENO RESTAURANTE LTDA - EPP,socios-brasil
39,CNPJ,18308032000114,AMARAL BUFFET E EVENTOS LTDA - ME,"socios-brasil,gastos-diretos"
40,CNPJ,21563988000177,AMARAL CABELO OSCAR FREIRE LTDA - ME,socios-brasil
41,CNPJ,00722874000152,AMARAL CACAMBAS E COLETA DE ENTULHOS LTDA - ME,socios-brasil
42,CNPJ,21231455000198,AMARAL CACAMBAS LTDA - ME,socios-brasil
43,CNPJ,31732761000161,AMARAL & CADE LTDA,socios-brasil
44,CNPJ,20069123000196,AMARAL & CAETANO CARVALHO LTDA - ME,socios-brasil
45,CNPJ,06154572000101,AMARAL & CAETANO EMPREENDIMENTOS ESPORTIVOS LTDA - EPP,socios-brasil
46,CNPJ,07568980000172,AMARAL & CAETANO REPRESENTAO COMERCIAL DE PRODUTOS FARMACEUTICOS LTDA. - ME,socios-brasil
47,CNPJ,23800798000151,AMARAL CAFE PRODUTOS E SERVICOS LTDA - ME,socios-brasil
48,CNPJ,14360137000161,AMARAL- CAFES LTDA - ME,socios-brasil
49,CNPJ,08157097000152,AMARAL CALCADOS E CONFECCOES LTDA - ME,socios-brasil
0,CNPJ,26360757000180,AMARAL CALCADOS EIRELI - ME,socios-brasil
1,CNPJ,22487752000161,AMARAL CALCADOS LTDA - ME,socios-brasil
2,CNPJ,03723594000157,AMARAL & CALIXTO LTDA,socios-brasil
3,CNPJ,10347733000150,AMARAL & CAMAPUM LTDA - ME,socios-brasil
4,CNPJ,72870603000155,AMARAL & CAMARGO CORRETORA DE SEGUROS LTDA,socios-brasil
5,CNPJ,03389697000122,AMARAL CAMARGO EMPREENDIMENTOS LTDA - ME,socios-brasil
6,CNPJ,05644768000111,AMARAL & CAMARGO LTDA - ME,socios-brasil
7,CNPJ,02369824000169,AMARAL CAMARGO REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
8,CNPJ,13139490000153,AMARAL CAMARGO TRANSPORTE E LOCACAO EIRELI - - ME,socios-brasil
9,CNPJ,62072186000141,AMARAL CAMINHOES LTDA - EPP,socios-brasil
10,CNPJ,00901023000177,AMARAL & CAMPAGNOLLO LTDA.,socios-brasil
11,CNPJ,17704725000163,AMARAL CAMPELLO & SOUTO - ADVOGADOS,socios-brasil
12,CNPJ,22684576000158,AMARAL CAMPELLO & SOUTO - ADVOGADOS,socios-brasil
13,CNPJ,10188281000101,AMARAL CAMPOS COMERCIO DE ARTIGOS DO VESTUARIO LTDA - ME,socios-brasil
14,CNPJ,09172166000160,AMARAL CAMPOS & FERREIRA COELHO LTDA - ME,socios-brasil
15,CNPJ,08691706000159,AMARAL & CAMPOS GAS LTDA - ME,socios-brasil
16,CNPJ,01658950000170,AMARAL & CAMPOS LTDA,socios-brasil
17,CNPJ,11846012000158,AMARAL & CAMPOS SERVICOS MEDICOS LTDA,socios-brasil
18,CNPJ,58982505000189,AMARAL CAMPOS S/S LTDA - EPP,socios-brasil
19,CNPJ,05471377000142,AMARAL & CAMPOS TAUBATE LTDA - ME,socios-brasil
20,CNPJ,01794743000143,AMARAL & CANDIDO LTDA - ME,socios-brasil
21,CNPJ,09591342000106,"AMARAL, CANTO - SOCIEDADE DE ADVOGADOS",socios-brasil
22,CNPJ,13044863000102,AMARAL & CARAPEBA COMERCIO E REPRESENTACAO LTDA - ME,socios-brasil
23,CNPJ,68336965000193,AMARAL & CARDIM LTDA,socios-brasil
24,CNPJ,10216650000122,AMARAL CARDOSO E ARAUJO ADVOGADOS ASSOCIADOS,socios-brasil
25,CNPJ,17634877000137,AMARAL CARDOSO MONTAGENS E INSTALACOES ELETRICAS LTDA - ME,socios-brasil
26,CNPJ,10733150000168,AMARAL & CARDOSO REPRESENTACOES COMERCIAIS LTDA - ME,socios-brasil
27,CNPJ,16676360000148,AMARAL & CARLINO LTDA - ME,socios-brasil
28,CNPJ,16647430000130,AMARAL CARNEIRO & CIA - ME,socios-brasil
29,CNPJ,14965714000149,AMARAL CARNES LTDA - ME,socios-brasil
30,CNPJ,08706512000180,"AMARAL, CARVALHO & BATISTA LTDA - ME",socios-brasil
31,CNPJ,17209038000171,AMARAL & CARVALHO COMERCIO DE UTILIDADES DOMESTICAS LTDA.,socios-brasil
32,CNPJ,09165767000145,AMARAL & CARVALHO DIGITACOES LTDA - ME,socios-brasil
33,CNPJ,29119695000107,"AMARAL, CARVALHO E FETT SOCIEDADE DE ADVOGADOS",socios-brasil
34,CNPJ,50746510000180,AMARAL CARVALHO IMOBILIARIA LTDA,socios-brasil
35,CNPJ,03914332000170,AMARAL & CARVALHO LTDA,socios-brasil
36,CNPJ,04702173000102,AMARAL & CARVALHO LTDA,socios-brasil
37,CNPJ,16625705000134,AMARAL & CARVALHO SOCIEDADE DE ADVOGADOS,socios-brasil
38,CNPJ,19891901000149,AMARAL & CARVALHO SOLUCOES E NEGOCIOS LTDA. - ME,socios-brasil
39,CNPJ,20732507000147,AMARAL CASA DE FERRAGENS LTDA - ME,socios-brasil
40,CNPJ,07655122000165,AMARAL & CASADORE COMUNICACAO LTDA - ME,socios-brasil
41,CNPJ,04712744000190,AMARAL & CASAGRANDE RESTAURANTE LTDA - ME,socios-brasil
42,CNPJ,18785649000120,AMARAL & CASIMIRO COMERCIO DE MOVEIS PLANEJADOS LTDA - EPP,socios-brasil
43,CNPJ,08003494000170,"AMARAL, CASTILHO LTDA - ME",socios-brasil
44,CNPJ,16529879000101,AMARAL & CASTOLDI LTDA - ME,socios-brasil
45,CNPJ,16979364000103,AMARAL CASTRO ENGENHARIA LTDA - EPP,socios-brasil
46,CNPJ,19790466000166,AMARAL CASTRO PRE-MOLDADOS LTDA - EPP,socios-brasil
47,CNPJ,20389699000130,AMARAL CASTRO SOCIEDADE DE ADVOGADOS,socios-brasil
48,CNPJ,90373945000141,AMARAL & CATALAN LTDA - ME,socios-brasil
1,CNPJ,01761661000100,AMARAL CAVALCANTI CONSTRUTORA E INCORPORADORA LTDA - ME,socios-brasil
2,CNPJ,08999515000159,AMARAL & CAVALLI INFORMATICA LTDA - ME,socios-brasil
3,CNPJ,38950788000170,AMARAL CAVEANHA & LONGATTO LTDA,socios-brasil
4,CNPJ,26009281000137,AMARAL CENTRO AUTOMOTIVO LTDA - ME,socios-brasil
5,CNPJ,76263623000119,AMARAL CENTRO AUTOMOTIVO LTDA - - ME,socios-brasil
6,CNPJ,07037380000188,AMARAL CENTRO DE EVENTOS LTDA - ME,socios-brasil
7,CNPJ,21949594000151,AMARAL CENTRO DE MEDICINA ODONTOLOGICA LTDA - ME,socios-brasil
8,CNPJ,02537258000157,AMARAL & CERON LTDA - ME,socios-brasil
9,CNPJ,03075479000113,AMARAL & CESPEDES LTDA,socios-brasil
10,CNPJ,04452779000137,AMARAL CESTONARO TRANSPORTES LTDA - ME,socios-brasil
11,CNPJ,05337195000183,AMARAL & CHAGAS LTDA,socios-brasil
12,CNPJ,82335399000126,AMARAL & CHAGAS LTDA - ME,socios-brasil
13,CNPJ,24237562000111,"AMARAL, CHAVES E AMARAL LTDA - ME",socios-brasil
14,CNPJ,05390744000183,"AMARAL,CHAVES E ELIAS ADVOGADOS ASSOCIADOS",socios-brasil
15,CNPJ,07115193000175,AMARAL & CHAVES LTDA - ME,socios-brasil
16,CNPJ,10609753000152,AMARAL CHERMONT & DIAS ADVOGADOS ASSOCIADOS - ME,socios-brasil
17,CNPJ,02186509000104,AMARAL & CHISTE LTDA,socios-brasil
18,CNPJ,11709336000144,AMARAL & CIA ACADEMIA ESPORTIVA LTDA - ME,socios-brasil
19,CNPJ,01486180000126,AMARAL & CIA ARARAQUARA LTDA,socios-brasil
20,CNPJ,25037775000162,AMARAL & CIA IMPORTADORA E EXPORTADORA LTDA - ME,socios-brasil
21,CNPJ,16534816000135,AMARAL & CIA INDUSTRIA DE EQUIPAMENTOS DE SEGURANCA LTDA - ME,socios-brasil
22,CNPJ,11639758000190,AMARAL & CIA LTDA,socios-brasil
23,CNPJ,13008610000183,AMARAL & CIA LTDA,"socios-brasil,gastos-deputados,gastos-diretos"
24,CNPJ,04144624000133,AMARAL & CIA. LTDA,socios-brasil
25,CNPJ,04789017000120,AMARAL & CIA LTDA - EPP,socios-brasil
26,CNPJ,00289058000105,AMARAL & CIA LTDA - ME,"socios-brasil,gastos-diretos"
27,CNPJ,01891294000151,AMARAL & CIA LTDA - ME,socios-brasil
28,CNPJ,05932584000157,AMARAL & CIA LTDA - ME,socios-brasil
29,CNPJ,20002486000104,AMARAL & CIA LTDA - ME,socios-brasil
30,CNPJ,21165009000122,AMARAL & CIA LTDA - ME,socios-brasil
31,CNPJ,19485721000167,AMARAL CIA LTDA - ME,socios-brasil
32,CNPJ,12011619000180,AMARAL & CIA LTDA-ME - ME,socios-brasil
33,CNPJ,04007109000101,AMARAL & CIA WORLD TRADE S/C LTDA - ME,socios-brasil
34,CNPJ,07835043000136,AMARAL & CINTRA REPRESENTACAO LTDA - ME,socios-brasil
35,CNPJ,08369077000145,AMARAL & CIOFFI LTDA - ME,socios-brasil
36,CNPJ,05240752000143,"AMARAL, CIRNE E LIMA, FETZNER & LAMB ADVOGADOS",socios-brasil
38,CNPJ,23549044000170,AMARAL CLIMATIZACAO LTDA - ME,socios-brasil
39,CNPJ,26427814000109,AMARAL CLINICA E IMOBILIARIA EIRELI - ME,"socios-brasil,gastos-diretos"
40,CNPJ,18203826000113,AMARAL COBRANCAS EIRELI - ME,socios-brasil
41,CNPJ,20836671000102,AMARAL COELHO CONSTRUCOES EIRELI - EPP,socios-brasil
42,CNPJ,11747788000110,AMARAL COLCHOES LTDA - ME,socios-brasil
43,CNPJ,02091250000100,AMARAL COLETA DE LIXO COMERCIAL E URBANA LTDA,"socios-brasil,gastos-diretos"
44,CNPJ,73956716000130,AMARAL COLOMBO ESCOLA DE NATACAO COM A ESPORTIVOS LTDA - ME,socios-brasil
45,CNPJ,06989492000176,AMARAL.COM COMERCIO DE ALIMENTOS LTDA - EPP,"socios-brasil,gastos-diretos"
46,CNPJ,17615015000167,AMARAL COMERCIAL DE ALIMENTOS EIRELI,socios-brasil
47,CNPJ,22941059000117,AMARAL COMERCIAL DE ALIMENTOS EIRELI - ME,socios-brasil
48,CNPJ,41547365000118,AMARAL COMERCIAL DE ALIMENTOS LTDA,socios-brasil
49,CNPJ,26772296000152,AMARAL COMERCIO DE ALIMENTOS E CONVENIENCIA EIRELI - ME,socios-brasil
0,CNPJ,12968080000152,AMARAL COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
1,CNPJ,14224453000106,AMARAL COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
2,CNPJ,15523357000121,AMARAL COMERCIO DE ALIMENTOS LTDA - ME,socios-brasil
3,CNPJ,8721473000190,AMARAL COMERCIO DE APARELHOS ELETRONICOS LTDA - ME,socios-brasil
4,CNPJ,7295427000103,AMARAL COMERCIO DE AR CONDICIONADO LTDA - ME,socios-brasil
5,CNPJ,17230684000110,AMARAL COMERCIO DE ARTIGOS DO VESTUARIO E ACESSORIOS LTDA - ME,socios-brasil
6,CNPJ,6143675000176,AMARAL COMERCIO DE ARTIGOS OTICOS E PRESENTES EM GERAL LTDA - ME,socios-brasil
7,CNPJ,53657870000102,AMARAL COMERCIO DE AUTOMOVEIS E MOTOS LTDA,socios-brasil
8,CNPJ,10302132000121,AMARAL COMERCIO DE AVES E OVOS LTDA - ME,socios-brasil
9,CNPJ,22297152000130,AMARAL COMERCIO DE BEBIDAS LTDA - ME,socios-brasil
10,CNPJ,11596686000141,AMARAL COMERCIO DE BEBIDAS LTDA - ME,socios-brasil
11,CNPJ,15411493000120,AMARAL COMERCIO DE BEBIDAS LTDA - ME,socios-brasil
12,CNPJ,17364430000195,AMARAL COMERCIO DE BOLSAS E ACESSORIOS LTDA - EPP,socios-brasil
13,CNPJ,14835729000192,AMARAL COMERCIO DE CARNES LTDA - ME,socios-brasil
14,CNPJ,5078112000189,AMARAL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"socios-brasil,gastos-deputados"
15,CNPJ,8816507000120,AMARAL COMERCIO DE COMBUSTIVEL LTDA - ME,socios-brasil
16,CNPJ,63546592000161,AMARAL COMERCIO DE CONFECCOES LTDA,socios-brasil
17,CNPJ,9511159000145,AMARAL COMERCIO DE DESCARTAVEIS EIRELI,socios-brasil
18,CNPJ,12757371000100,AMARAL COMERCIO DE DOCES EIRELI - ME,socios-brasil
19,CNPJ,14756466000126,AMARAL COMERCIO DE ELETRODOMESTICOS LTDA,socios-brasil
20,CNPJ,11715931000192,AMARAL COMERCIO DE EMPACOTAMENTO E CONFECCOES LTDA - ME,socios-brasil
21,CNPJ,23892410000190,AMARAL COMERCIO DE EPI S EIRELI - EPP,"socios-brasil,gastos-diretos"
22,CNPJ,102286000116,AMARAL COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA - ME,socios-brasil
23,CNPJ,57230088000155,AMARAL COMERCIO DE ESTOPAS LTDA - ME,socios-brasil
24,CNPJ,18132918000150,AMARAL COMERCIO DE FERRAMENTAS EIRELI - ME,socios-brasil
25,CNPJ,4590946000106,AMARAL COMERCIO DE FITAS E VIDEOS LTDA - ME,socios-brasil
26,CNPJ,12795635000101,AMARAL COMERCIO DE GAS EIRELI - ME,socios-brasil
27,CNPJ,7818236000189,AMARAL COMERCIO DE GESSO LTDA - ME,socios-brasil
28,CNPJ,18424946000140,AMARAL COMERCIO DE GRAOS LTDA. - ME,socios-brasil
29,CNPJ,8724374000161,AMARAL COMERCIO DE LENTES LTDA - ME,socios-brasil
30,CNPJ,20054879000161,AMARAL COMERCIO DE LINHAS E EMBALAGENS LTDA - ME,socios-brasil
31,CNPJ,3222021000140,AMARAL COMERCIO DE LUBRIFICANTES LTDA - EPP,socios-brasil
32,CNPJ,20540559000111,AMARAL COMERCIO DE MADEIRAS EIRELI - ME,socios-brasil
33,CNPJ,2054095000151,AMARAL COMERCIO DE MADEIRAS LTDA - ME,socios-brasil
34,CNPJ,3288095000189,AMARAL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA - ME,socios-brasil
35,CNPJ,19420233000171,AMARAL COMERCIO DE MATERIAIS ELETRICOS EIRELI - ME,socios-brasil
36,CNPJ,7482056000179,AMARAL COMERCIO DE MEDICAMENTOS LTDA - ME,socios-brasil
37,CNPJ,4434168000166,AMARAL COMERCIO DE MOTOS LTDA - ME,socios-brasil
38,CNPJ,23714984000178,AMARAL COMERCIO DE OCULOS E ACESSORIOS LTDA - EPP,socios-brasil
39,CNPJ,10919722000106,AMARAL COMERCIO DE PECAS E SERVICOS LTDA - EPP,socios-brasil
40,CNPJ,12795053000125,AMARAL COMERCIO DE PESCADOS E FRUTOS DO MAR LTDA - ME,socios-brasil
41,CNPJ,21668304000100,AMARAL COMERCIO DE PISCINAS LTDA - ME,socios-brasil
42,CNPJ,52089950000138,AMARAL COMERCIO DE PRODUTOS AGROPECUARIOS LTDA - ME,socios-brasil
43,CNPJ,8728244000105,AMARAL COMERCIO DE PRODUTOS ALIMENTICIOS E ABATEDOURO LTDA - ME,socios-brasil
44,CNPJ,14744017000168,AMARAL COMERCIO DE PRODUTOS MEDICO HOSPITALAR LTDA,socios-brasil
45,CNPJ,17851605000199,AMARAL COMERCIO DE PRODUTOS OTICOS LTDA - ME,socios-brasil
46,CNPJ,23113538000108,AMARAL COMERCIO DE SUPLEMENTOS EIRELI - ME,socios-brasil
47,CNPJ,16505520000196,AMARAL COMERCIO DE TECIDOS E AVIAMENTOS LTDA - ME,socios-brasil
48,CNPJ,26668082000130,AMARAL COMERCIO DE VARIEDADES EIRELI - ME,socios-brasil
49,CNPJ,3304652000108,AMARAL COMERCIO DE VECULOS LTDA,socios-brasil
0,CNPJ,72682628000125,"AMARAL COMERCIO DE VEICULOS, FUNILARIA E PINTURA LTDA - ME",socios-brasil
1,CNPJ,35190636000128,AMARAL COMERCIO DE VEICULOS LTDA - ME,socios-brasil
2,CNPJ,15146788000116,AMARAL COMERCIO DE VESTUARIO LTDA.,socios-brasil
3,CNPJ,4315384000192,AMARAL COMERCIO DE VIDROS LTDA - EPP,socios-brasil
4,CNPJ,9370521000105,AMARAL COMERCIO E DECORACOES EIRELI - EPP,socios-brasil
5,CNPJ,2769012000100,AMARAL COMERCIO E INDUSTRIA LTDA - ME,socios-brasil
6,CNPJ,12481815000119,AMARAL COMERCIO E PRESTACAO DE SERVICOS EIRELI - ME,socios-brasil
7,CNPJ,8279185000127,AMARAL COMERCIO E REPRESENTACOES DE TECIDOS E CONFECCOES LTDA,socios-brasil
8,CNPJ,15042047000195,AMARAL COMERCIO E REPRESENTACOES LTDA - EPP,socios-brasil
9,CNPJ,27468085000193,AMARAL COMERCIO E REPRESENTACOES LTDA - ME,socios-brasil
10,CNPJ,951627000128,AMARAL COMERCIO E REPRESENTACOES LTDA - ME,socios-brasil
11,CNPJ,10391282000159,AMARAL COMERCIO E REPRESENTACOES LTDA - ME,socios-brasil
12,CNPJ,11173122000104,AMARAL COMERCIO E SERVICOS AUTO CENTER LTDA - ME,socios-brasil
13,CNPJ,10614975000163,AMARAL COMERCIO E SERVICOS DE INFORMATICA LTDA - ME,socios-brasil
14,CNPJ,7560951000164,AMARAL - COMERCIO E SERVICOS DIVERSOS LTDA - ME,socios-brasil
15,CNPJ,21968815000139,AMARAL COMERCIO E SERVICOS EIRELI - ME,socios-brasil
16,CNPJ,33675141000163,AMARAL COMERCIO EXPORTACAO E IMPORTACAO DE PECAS AUTOMOTIVAS LTDA,socios-brasil
17,CNPJ,25190128000196,AMARAL COMERCIO PNEUS EIRELI - ME,socios-brasil
18,CNPJ,10925017000103,AMARAL COMERCIO REPRESENTACOES DE AUTO PECAS LTDA - ME,socios-brasil
19,CNPJ,22627033000107,AMARAL COMERCIO VAREJISTA DE ALIMENTOS EIRELI - ME,socios-brasil
20,CNPJ,13329476000112,AMARAL COMERCIO VAREJISTA E CONSORCIOS LTDA - ME,socios-brasil
21,CNPJ,68249960000123,AMARAL COMUNICACAO VISUAL LTDA - ME,socios-brasil
22,CNPJ,15437457000135,AMARAL CONCURSOS - EIRELI,socios-brasil
23,CNPJ,15551601000160,AMARALCON ENGENHARIA LTDA - ME,socios-brasil
24,CNPJ,19130838000128,AMARAL CONFECCAO DE UNIFORMES EIRELI - ME,socios-brasil
25,CNPJ,2123940000101,AMARAL CONFECCOES & ATELIE LTDA - ME,socios-brasil
26,CNPJ,87342000190,AMARAL CONFECCOES LTDA - ME,socios-brasil
27,CNPJ,14127020000132,AMARAL CONSTRUCAO CIVIL PARAGUACU LTDA - ME,socios-brasil
28,CNPJ,8970934000168,AMARAL CONSTRUCAO E INCORPORACAO LTDA,socios-brasil
29,CNPJ,27030280000137,AMARAL CONSTRUCAO E REFORMA EIRELI - ME,socios-brasil
30,CNPJ,21083890000112,AMARAL CONSTRUCAO LTDA - ME,socios-brasil
31,CNPJ,26328454000180,AMARAL CONSTRUCOES E EMPREENDIMENTOS EIRELI - EPP,socios-brasil
32,CNPJ,26649436000108,AMARAL CONSTRUCOES EIRELI - ME,socios-brasil
33,CNPJ,13086628000101,AMARAL CONSTRUCOES EIRELI - ME,socios-brasil
34,CNPJ,5535663000124,AMARAL CONSTRUCOES E SERVICOS LTDA - ME,socios-brasil
35,CNPJ,10535718000136,AMARAL CONSTRUCOES E SERVICOS LTDA - ME,socios-brasil
36,CNPJ,21796568000130,AMARAL CONSTRUCOES E SERVICOS LTDA - ME,socios-brasil
37,CNPJ,13473544000112,AMARAL CONSTRUCOES LTDA - ME,socios-brasil
38,CNPJ,23299697000149,AMARAL CONSTRUCOES SPE LTDA,socios-brasil
39,CNPJ,28371549000101,AMARAL CONSTRUTORA E INCORPORADORA EIRELI - EPP,socios-brasil
40,CNPJ,19101525000141,AMARAL CONSTRUTORA E INCORPORADORA EIRELI - ME,"socios-brasil,gastos-diretos"
41,CNPJ,2238196000182,AMARAL CONSTRUTORA E LOCADORA DE MAO-DEOBRA LTDA,socios-brasil
42,CNPJ,4912348000106,AMARAL CONSTRUTORA LTDA - EPP,socios-brasil
43,CNPJ,5328074000175,AMARAL CONSULTORES ASSOCIADOS S/C LTDA,socios-brasil
44,CNPJ,13301096000170,AMARAL - CONSULTORIA & ASSESSORIA LTDA,socios-brasil
45,CNPJ,3652430000186,"AMARAL - CONSULTORIA, AVALIACOES E PERICIAS AGRONOMICAS S/S - ME",socios-brasil
46,CNPJ,3829976000160,AMARAL CONSULTORIA CONTABIL E EMPRESARIAL S/S LTDA - ME,socios-brasil
47,CNPJ,2987714000160,AMARAL CONSULTORIA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA - ME,socios-brasil
48,CNPJ,9480044000130,AMARAL CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA - ME,socios-brasil
49,CNPJ,16619724000158,AMARAL CONSULTORIA E CONSTRUCOES LTDA - ME,socios-brasil
0,CNPJ,03656404000126,AMARAL CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA - ME,socios-brasil
1,CNPJ,16383320000108,AMARAL CONSULTORIA E GERENCIAMENTO DE PROJETOS LTDA - ME,socios-brasil
2,CNPJ,18642798000130,AMARAL CONSULTORIA E GERENCIAMENTO DE PROJETOS LTDA - ME,socios-brasil
3,CNPJ,01352057000112,AMARAL CONSULTORIA E INFORMATICA LTDA - ME,socios-brasil
4,CNPJ,07182992000164,AMARAL - CONSULTORIA EM INFORMATICA LTDA. - ME,socios-brasil
5,CNPJ,24853429000190,AMARAL CONSULTORIA EMPRESARIAL LTDA - ME,socios-brasil
6,CNPJ,05290877000188,AMARAL CONSULTORIA EMPRESARIAL S/C LTDA - ME,socios-brasil
7,CNPJ,22721185000166,AMARAL CONSULTORIA EMPRESARIAL & TREINAMENTO LTDA - ME,socios-brasil
8,CNPJ,35915321000109,AMARAL CONSULTORIA E PARTICIPACOES LTDA - EPP,socios-brasil
9,CNPJ,17276962000170,AMARAL CONSULTORIA E PRESTACAO DE SERVICOS GERAIS LTDA. - ME,socios-brasil
10,CNPJ,02941174000184,AMARAL CONSULTORIA E SERVICOS LTDA,socios-brasil
11,CNPJ,09304755000154,AMARAL CONSULTORIA E TREINAMENTO LTDA - ME,socios-brasil
12,CNPJ,18004803000180,AMARAL CONSULTORIA FLORESTAL - EIRELI - ME,socios-brasil
13,CNPJ,07617773000160,AMARAL CONSULTORIA LTDA - ME,socios-brasil
14,CNPJ,07435920000181,AMARAL CONSULTORIA ORCAMENTARIA LTDA - EPP,socios-brasil
15,CNPJ,13329355000170,AMARAL CONTABILIDADE E ADMINISTRACAO LTDA - ME,socios-brasil
16,CNPJ,32566556000136,AMARAL CONTABILIDADE E AUDITORIA CLASSISTA SOCIEDADE SIMPLES - EPP,socios-brasil
17,CNPJ,01842771000199,AMARAL CONTABILIDADE LTDA - EPP,socios-brasil
18,CNPJ,04573133000108,AMARAL CONTABILIDADE LTDA - EPP,socios-brasil
19,CNPJ,24536718000165,AMARAL CONVENIENCIAS LTDA - ME,socios-brasil
20,CNPJ,09481495000192,AMARAL COPIAS XEROGRAFICAS LTDA - ME,socios-brasil
21,CNPJ,10817462000150,AMARAL CORDEIRO & CIA LTDA - ME,socios-brasil
22,CNPJ,35031830000160,AMARAL CORDEIRO DISTRIBUIDORA DE FILTROS AUTOMOT LTDA - ME,socios-brasil
23,CNPJ,01765112000104,AMARAL CORPORATION LTDA,socios-brasil
24,CNPJ,06788294000144,AMARAL CORREA - COMERCIO DE CONFECCOES LTDA - ME,socios-brasil
25,CNPJ,12923782000110,AMARAL & CORREA COMERCIO DE ROUPAS E ACESSORIOS LTDA - ME,socios-brasil
26,CNPJ,11955021000187,AMARAL CORREA REPRESENTACOES LTDA,socios-brasil
27,CNPJ,11590281000104,AMARAL & CORREA SERVICOS DE PORTARIA E LIMPEZA LTDA. - ME,socios-brasil
28,CNPJ,08990409000104,AMARAL CORREIA CONSTRUCOES E INCORPORACOES LTDA - ME,socios-brasil
30,CNPJ,28729530000194,AMARAL CORRETAGEM DE SEGUROS EIRELI - ME,socios-brasil
31,CNPJ,79197877000174,AMARAL CORRETORA DE CEREAIS E MERCADORIAS S/S LTDA - EPP,socios-brasil
32,CNPJ,26493377000113,AMARAL CORTES LOCACAO DE VEICULOS E SERVICOS LTDA - ME,socios-brasil
33,CNPJ,04453344000107,AMARAL COSMETICOS LTDA - ME,socios-brasil
34,CNPJ,07779128000144,AMARAL COSMETICOS LTDA - ME,socios-brasil
35,CNPJ,22135574000100,AMARAL & COSTA ADVOGADOS ASSOCIADOS,socios-brasil
36,CNPJ,04205986000197,AMARAL COSTA BAR LTDA - ME,socios-brasil
37,CNPJ,05979319000124,"AMARAL, COSTA & BARRETO ADVOGADOS ASSOCIADOS",socios-brasil
38,CNPJ,28475252000196,AMARAL COSTA BORGES SOCIEDADE DE ADVOGADOS,socios-brasil
39,CNPJ,18694727000181,AMARAL COSTA CENTRO DE ESTETICA LTDA - ME,socios-brasil
